composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""Nb"": 0.051000000000000004, ""U"": 0.949}",0.271724,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_12
"{""Nb"": 0.110968, ""Ta"": 0.092826, ""U"": 0.796206}",0.288466,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_Ta9_U80_212
"{""Fe"": 0.055026, ""U"": 0.944974}",-0.046500,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_144
"{""Mn"": 0.053954, ""Nb"": 0.131199, ""U"": 0.814847}",0.295943,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_Nb13_U81_281
"{""Nb"": 0.146484, ""U"": 0.8535159999999999}",0.281378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb15_U85_126
"{""Mn"": 0.02188, ""U"": 0.97812}",-0.045404,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_238
"{""Fe"": 0.021444, ""Mn"": 0.025106, ""U"": 0.95345}",-0.054547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Mn3_U95_224
"{""Mo"": 0.024999999999999998, ""U"": 0.975}",0.204657,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo2_U98_212
"{""Al"": 0.017058, ""Nb"": 0.038828, ""U"": 0.944114}",0.273030,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Nb4_U94_345
"{""U"": 0.893869, ""Zr"": 0.106131}",0.312118,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U89_Zr11_302
"{""Fe"": 0.031203, ""Ru"": 0.072007, ""U"": 0.89679}",-1.833851,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_Ru7_U90_279
"{""U"": 0.980914, ""V"": 0.019086000000000002}",0.338755,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U98_V2_229
"{""Fe"": 0.03986, ""Mo"": 0.149364, ""U"": 0.8107759999999999}",0.206283,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Mo15_U81_338
"{""Mn"": 0.036118, ""U"": 0.963882}",-0.048887,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_9
"{""Mn"": 0.025348, ""U"": 0.908087, ""Zr"": 0.066565}",0.335752,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U91_Zr7_300
"{""Al"": 0.016907, ""Cr"": 0.067274, ""U"": 0.9158189999999999}",0.312760,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Cr7_U92_259
"{""U"": 0.9299999999999999, ""V"": 0.07}",0.325326,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_109
"{""U"": 0.8734770000000001, ""Zr"": 0.126523}",0.308866,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_102
"{""Mo"": 0.070966, ""Ru"": 0.071923, ""U"": 0.857111}",-1.833865,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_Ru7_U86_145
"{""Mo"": 0.149301, ""U"": 0.850699}",0.200745,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_133
"{""Cr"": 0.07881, ""U"": 0.8586659999999999, ""Zr"": 0.062524}",0.468528,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U86_Zr6_181
"{""Mo"": 0.14436, ""U"": 0.830043, ""V"": 0.025597}",0.202269,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U83_V3_243
"{""Mn"": 0.051834, ""U"": 0.948166}",-0.052649,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_295
"{""Ti"": 0.062168, ""U"": 0.819211, ""Zr"": 0.118621}",0.326268,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U82_Zr12_335
"{""Si"": 0.01497, ""U"": 0.98503}",-0.720742,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_110
"{""Al"": 0.032529, ""U"": 0.967471}",-0.171680,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_371
"{""Fe"": 0.049, ""U"": 0.951}",-0.042895,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_320
"{""Mn"": 0.016562, ""U"": 0.983438}",-0.043832,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_336
"{""Fe"": 0.039779999999999996, ""U"": 0.96022}",-0.037296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_315
"{""Cr"": 0.06698799999999999, ""U"": 0.933012}",0.469800,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_181
"{""Mn"": 0.033216999999999997, ""U"": 0.966783}",-0.048186,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_81
"{""Nb"": 0.149484, ""U"": 0.850516}",0.281691,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb15_U85_292
"{""Nb"": 0.074496, ""U"": 0.925504}",0.273847,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb7_U93_316
"{""Mo"": 0.133794, ""U"": 0.866206}",0.200364,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U87_171
"{""Fe"": 0.040885, ""U"": 0.875018, ""Zr"": 0.084097}",0.362739,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U88_Zr8_315
"{""U"": 0.867999, ""Zr"": 0.132001}",0.307982,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_367
"{""Al"": 0.024236, ""U"": 0.975764}",-0.176156,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_311
"{""U"": 0.850325, ""Zr"": 0.149675}",0.305118,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U85_Zr15_294
"{""Mo"": 0.150428, ""U"": 0.849572}",0.200772,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_66
"{""Al"": 0.016089, ""U"": 0.983911}",-0.178265,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_363
"{""Fe"": 0.012722, ""Ti"": 0.06952, ""U"": 0.917758}",0.112273,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_Ti7_U92_189
"{""Mn"": 0.032641, ""U"": 0.967359}",-0.048036,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_143
"{""Mo"": 0.14530099999999999, ""U"": 0.854699}",0.200609,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_156
"{""U"": 0.972914, ""V"": 0.027086000000000002}",0.336653,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_333
"{""Mo"": 9.0, ""U"": 85, ""Zr"": 6.0}",0.201208,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo900_U8500_Zr600_334
"{""Ti"": 0.036635999999999995, ""U"": 0.917631, ""Zr"": 0.045733}",0.332044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U92_Zr5_115
"{""Ru"": 0.026473, ""U"": 0.973527}",-1.824490,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_264
"{""Ti"": 0.047, ""U"": 0.953}",0.107892,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5_U95_189
"{""Mo"": 35.0, ""U"": 65}",0.230474,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3500_U6500_314
"{""Mo"": 6.8, ""Ti"": 38.2, ""U"": 55}",0.153417,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo680_Ti3820_U5500_363
"{""Si"": 0.015813, ""U"": 0.984187}",-0.720606,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_335
"{""Cr"": 0.028966, ""Mn"": 0.01108, ""U"": 0.959954}",0.324577,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mn1_U96_323
"{""Ti"": 0.091312, ""U"": 0.885385, ""V"": 0.023303}",0.114946,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U89_V2_23
"{""Si"": 0.012362000000000001, ""U"": 0.9554590000000001, ""Zr"": 0.032179}",0.332813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U96_Zr3_230
"{""Mn"": 0.017246, ""Mo"": 0.111037, ""U"": 0.871718}",0.200283,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Mo11_U87_153
"{""Cr"": 0.049937, ""U"": 0.950063}",0.481440,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_322
"{""Mo"": 0.053000000000000005, ""U"": 0.947}",0.202317,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_39
"{""Cr"": 0.067617, ""Mn"": 0.035834, ""U"": 0.896549}",0.308930,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn4_U90_115
"{""Al"": 0.019607, ""Mn"": 0.047404, ""U"": 0.932989}",-0.054615,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mn5_U93_213
"{""Ru"": 0.065225, ""U"": 0.934775}",-1.830470,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_147
"{""Cr"": 0.05211, ""U"": 0.94789}",0.479957,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_149
"{""Mn"": 0.050195, ""U"": 0.949805}",-0.052145,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_190
"{""U"": 0.903266, ""Zr"": 0.096734}",0.313758,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_112
"{""Mo"": 0.021, ""U"": 0.979}",0.205065,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo2_U98_4
"{""Nb"": 0.061181000000000006, ""U"": 0.938819}",0.272609,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb6_U94_356
"{""Ti"": 0.036899, ""U"": 0.9202980000000001, ""V"": 0.042803}",0.328959,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U92_V4_113
"{""Ta"": 0.021414, ""U"": 0.919349, ""Zr"": 0.059237}",0.326078,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta2_U92_Zr6_376
"{""Ti"": 0.040178, ""U"": 0.959822}",0.107531,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_170
"{""Nb"": 0.09991, ""U"": 0.9000900000000001}",0.276071,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_295
"{""Ru"": 0.075197, ""U"": 0.924803}",-1.831409,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru8_U92_316
"{""U"": 0.963, ""Zr"": 0.037}",0.323799,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_317
"{""Ru"": 0.064464, ""U"": 0.935536}",-1.830157,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru6_U94_325
"{""U"": 0.8617859999999999, ""Zr"": 0.138214}",0.307077,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_232
"{""Nb"": 0.095844, ""U"": 0.904156}",0.275663,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_234
"{""Cr"": 0.092681, ""Fe"": 0.013932, ""U"": 0.893387}",0.305229,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Fe1_U89_33
"{""Al"": 0.020512000000000002, ""U"": 0.979488}",-0.177163,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_193
"{""Ti"": 0.092866, ""U"": 0.907134}",0.110443,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_368
"{""Ti"": 0.073223, ""U"": 0.863628, ""V"": 0.063149}",0.123110,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U86_V6_242
"{""U"": 0.957971, ""Zr"": 0.042029}",0.322881,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_84
"{""Mo"": 0.108277, ""U"": 0.891723}",0.200187,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U89_195
"{""U"": 0.9551499999999999, ""Zr"": 0.04485}",0.322479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_137
"{""Ti"": 0.07822, ""U"": 0.92178}",0.109606,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U92_177
"{""Ru"": 0.072188, ""U"": 0.927812}",-1.831116,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_132
"{""Mo"": 0.127328, ""U"": 0.872672}",0.200228,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U87_381
"{""Mn"": 0.017274, ""Ru"": 0.025629, ""U"": 0.957097}",-1.826973,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Ru3_U96_115
"{""Al"": 0.024642, ""U"": 0.975358}",-0.176047,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_299
"{""U"": 0.891869, ""Zr"": 0.108131}",0.311935,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U89_Zr11_273
"{""Fe"": 0.026667, ""U"": 0.973333}",-0.028962,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U97_274
"{""Cr"": 0.06928300000000001, ""U"": 0.889362, ""V"": 0.041355}",0.306658,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U89_V4_269
"{""Nb"": 0.033, ""U"": 0.967}",0.270126,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb3_U97_360
"{""Mn"": 0.046195, ""U"": 0.953805}",-0.048438,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_350
"{""Fe"": 0.037839000000000005, ""U"": 0.962161}",-0.035996,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_306
"{""Nb"": 0.106052, ""U"": 0.745131, ""Zr"": 0.148817}",0.334976,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U75_Zr15_179
"{""Ti"": 0.036899, ""U"": 0.912298, ""V"": 0.050803}",0.326904,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U91_V5_374
"{""Al"": 0.031918, ""Nb"": 0.059232, ""U"": 0.9088499999999999}",0.277357,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Nb6_U91_57
"{""Ru"": 0.0697, ""U"": 0.834584, ""Zr"": 0.095716}",0.369604,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U83_Zr10_57
"{""Nb"": 0.11103199999999999, ""U"": 0.888968}",0.277500,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U89_98
"{""Al"": 0.01551, ""U"": 0.98449}",-0.173244,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_113
"{""Mo"": 28.0, ""U"": 65, ""Zr"": 7.0}",0.210705,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo2800_U6500_Zr700_327
"{""Mo"": 0.080425, ""U"": 0.919575}",0.200847,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U92_262
"{""Nb"": 0.113251, ""Si"": 0.008997, ""U"": 0.877752}",0.279949,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_Si1_U88_123
"{""Ti"": 0.088519, ""U"": 0.911481}",0.110191,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_190
"{""Ru"": 0.023857, ""U"": 0.976143}",-1.823851,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U98_100
"{""Ru"": 0.029797, ""U"": 0.970203}",-1.824864,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_206
"{""U"": 0.928914, ""V"": 0.071086}",0.325060,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_314
"{""Mn"": 0.037531, ""Nb"": 0.052469, ""U"": 0.91}",0.280623,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_Nb5_U91_17
"{""Ti"": 0.092791, ""U"": 0.907209}",0.110443,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_113
"{""Al"": 0.032101, ""U"": 0.967899}",-0.171795,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_71
"{""Mo"": 0.107378, ""U"": 0.892622}",0.200160,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U89_296
"{""Ti"": 0.10893699999999999, ""U"": 0.891063}",0.111456,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_165
"{""Si"": 0.006249, ""U"": 0.903207, ""Zr"": 0.090544}",0.318738,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U90_Zr9_133
"{""U"": 0.909911, ""Zr"": 0.090089}",0.314860,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U91_Zr9_203
"{""Mo"": 0.1268, ""U"": 0.8732}",0.200221,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U87_83
"{""Ti"": 0.094692, ""U"": 0.905308}",0.110586,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_327
"{""Mn"": 0.022544, ""U"": 0.977456}",-0.045546,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_121
"{""Fe"": 0.040885, ""U"": 0.877018, ""Zr"": 0.082097}",0.363182,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U88_Zr8_30
"{""Mo"": 0.099, ""U"": 0.901}",0.200310,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo10_U90_24
"{""U"": 0.860325, ""Zr"": 0.139675}",0.306723,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_194
"{""Cr"": 0.045172000000000004, ""Mn"": 0.046527, ""U"": 0.908301}",-0.067221,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_Mn5_U91_162
"{""Cr"": 0.035715, ""U"": 0.9642850000000001}",0.324577,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_U96_393
"{""Cr"": 0.03018, ""U"": 0.96982}",0.495944,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_U97_31
"{""Cr"": 0.02, ""U"": 0.98}",0.503747,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr2_U98_156
"{""Mo"": 0.052269, ""U"": 0.947731}",0.202364,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_331
"{""U"": 0.94548, ""V"": 0.05452}",0.290549,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_V5_173
"{""Mn"": 0.055056, ""Ru"": 0.032046, ""U"": 0.912898}",-0.061397,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_Ru3_U91_290
"{""Cr"": 0.069241, ""Mn"": 0.045589, ""U"": 0.88517}",0.451113,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn5_U89_22
"{""Ru"": 0.074188, ""U"": 0.925812}",-1.831314,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_137
"{""Fe"": 0.019056, ""U"": 0.980944}",-0.023969,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_270
"{""Cr"": 0.064216, ""Ti"": 0.105546, ""U"": 0.830238}",0.133444,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_Ti11_U83_41
"{""Ti"": 0.031498, ""U"": 0.929922, ""Zr"": 0.038579999999999996}",0.331847,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U93_Zr4_140
"{""Ti"": 0.075922, ""U"": 0.803842, ""Zr"": 0.120236}",0.329718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U80_Zr12_199
"{""Nb"": 0.120037, ""Si"": 0.010615, ""U"": 0.869348}",0.281153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_Si1_U87_182
"{""Nb"": 0.131, ""U"": 0.869}",0.279589,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_136
"{""Cr"": 0.070401, ""Fe"": 0.052854, ""U"": 0.876745}",0.436690,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Fe5_U88_173
"{""Nb"": 0.08534699999999999, ""U"": 0.914653}",0.274867,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_65
"{""Cr"": 0.083614, ""U"": 0.916386}",0.310379,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U92_319
"{""Fe"": 0.043023, ""Ti"": 0.04849, ""U"": 0.908487}",0.119967,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti5_U91_175
"{""Cr"": 0.061916000000000006, ""Si"": 0.009933, ""U"": 0.928151}",0.469106,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_Si1_U93_68
"{""Fe"": 0.058026, ""U"": 0.941974}",-0.048323,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_74
"{""Ta"": 0.027758, ""U"": 0.875894, ""Zr"": 0.096348}",0.321547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta3_U88_Zr10_215
"{""Al"": 0.023531, ""U"": 0.976469}",-0.176381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_206
"{""U"": 0.939284, ""Zr"": 0.060716}",0.319663,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_344
"{""Mo"": 0.06067299999999999, ""Ru"": 0.037384, ""U"": 0.901943}",0.200174,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_Ru4_U90_260
"{""Mn"": 0.04622, ""Ru"": 0.036424, ""U"": 0.9173560000000001}",-0.060561,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_Ru4_U92_175
"{""Cr"": 0.07, ""U"": 0.9299999999999999}",0.467841,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_214
"{""Mn"": 0.046834, ""U"": 0.953166}",-0.051336,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_376
"{""Ni"": 0.04, ""U"": 0.96}",-0.245676,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni4_U96_166
"{""Nb"": 0.044161, ""U"": 0.955839}",0.271085,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_75
"{""Cr"": 0.035571, ""U"": 0.964429}",0.491876,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_U96_293
"{""Fe"": 0.014979, ""U"": 0.9243129999999999, ""Zr"": 0.060708}",0.336337,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_U92_Zr6_139
"{""U"": 0.955971, ""Zr"": 0.044029}",0.322479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_193
"{""Mn"": 0.022945999999999998, ""U"": 0.977054}",-0.045621,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_147
"{""Cr"": 0.067953, ""U"": 0.932047}",0.469215,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_372
"{""Nb"": 0.095346, ""U"": 0.816875, ""Zr"": 0.087779}",0.270969,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U82_Zr9_70
"{""Cr"": 0.09310700000000001, ""Mn"": 0.05398, ""U"": 0.852913}",0.301841,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Mn5_U85_209
"{""Cr"": 0.074644, ""U"": 0.925356}",0.312712,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_119
"{""Ti"": 0.097942, ""U"": 0.902058}",0.110742,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_124
"{""Fe"": 0.055, ""U"": 0.945}",-0.046500,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_257
"{""Si"": 0.016563, ""U"": 0.983437}",-0.720463,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_190
"{""Fe"": 0.037462, ""Ti"": 0.063534, ""U"": 0.899004}",0.119321,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti6_U90_367
"{""Ti"": 0.093312, ""U"": 0.883385, ""V"": 0.023303}",0.115103,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U88_V2_223
