composition,element_system,source,phase,functional,mo_equivalent,lattice_distortion,allen_chi_diff,vec,cluster_I,cluster_II,cluster_III,cluster_IV,label
"{""U"": 0.8652839999999999, ""V"": 0.075411, ""Zr"": 0.059305}",U-V-Zr,experimental,III,,0.24773012,0.03850474589242911,0.042384851,5.805979,0.0,0.44022239377653727,0.5597776062234627,0.0,M
"{""Fe"": 0.039477, ""U"": 0.960523}",Fe-U,experimental,III,,0.0,0.03773394717522818,0.024199401,6.0789539999999995,0.0,0.0,1.0,0.0,H
"{""Si"": 0.014501, ""Ti"": 0.053901, ""U"": 0.931598}",Si-Ti-U,experimental,IV,,0.10025586,0.032473278774214805,0.026876702999999995,5.863196,0.0,0.7880032747580481,0.0,0.211996725241952,H
"{""U"": 0.904911, ""Zr"": 0.095089}",U-Zr,experimental,II,,0.10459790000000002,0.00750318868098422,0.016450397000000005,5.809822,0.0,1.0,0.0,0.0,M
"{""Al"": 0.02211, ""U"": 0.97789}",Al-U,experimental,IV,,0.0,0.012276061441729061,0.008556570000000001,5.93367,0.0,0.0,0.0,1.0,H
"{""Cr"": 0.092208, ""U"": 0.907792}",Cr-U,experimental,I,,0.0,0.052803011587575596,0.039833855999999994,6.0,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.055284, ""U"": 0.944716}",Mo-U,experimental,I,,0.055284,0.025055266388426957,0.036432156,6.0,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.054839, ""U"": 0.884185, ""V"": 0.060976}",Mn-U-V,experimental,III,,0.14756192,0.053489771790693086,0.054546895,5.993863,0.0,0.0,1.0,0.0,H
"{""Al"": 0.030529, ""U"": 0.969471}",Al-U,experimental,IV,,0.0,0.014373043627605522,0.011814723000000001,5.9084129999999995,0.0,0.0,0.0,1.0,H
"{""Al"": 0.027413, ""U"": 0.972587}",Al-U,experimental,IV,,0.0,0.013638120131932259,0.010608831,5.9177610000000005,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.021428, ""U"": 0.908541, ""Zr"": 0.070031}",Ru-U-Zr,experimental,II,,0.07703410000000001,0.02172235315714093,0.029943459,5.902794,0.23429077510141155,0.7657092248985884,0.0,0.0,M
"{""Al"": 0.006257, ""U"": 0.933656, ""Zr"": 0.060086999999999995}",Al-U-Zr,experimental,IV,,0.0660957,0.00904160711263576,0.012816510000000003,5.861055,0.0,0.9056885324972868,0.0,0.09431146750271313,H
"{""Cr"": 0.072616, ""Fe"": 0.048619, ""U"": 0.878765}",Cr-Fe-U,experimental,I,,0.0,0.06168319188370935,0.061173559,6.097238,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.026896, ""U"": 0.973104}",Mn-U,experimental,III,,0.0,0.030225517895008755,0.014012816000000003,6.026895999999999,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.033553, ""Nb"": 0.079163, ""U"": 0.887284}",Mo-Nb-U,experimental,I,,0.12300718999999999,0.02933642726982786,0.055914028000000005,5.920836999999999,1.0,0.0,0.0,0.0,H
"{""Ta"": 0.0716, ""U"": 0.9284}",Ta-U,experimental,I,,0.0,0.021614335232750997,0.0176136,5.9284,0.0,1.0,0.0,0.0,H
"{""Ti"": 0.055831, ""U"": 0.944169}",Ti-U,experimental,II,,0.10384566,0.013288672904982986,0.017475102999999995,5.888338,0.0,1.0,0.0,0.0,M
"{""Si"": 0.011563, ""U"": 0.988437}",Si-U,experimental,IV,,0.0,0.026804457587198523,0.00797847,5.976874,0.0,0.0,0.0,1.0,H
"{""Fe"": 0.051032, ""Mo"": 0.077826, ""U"": 0.871142}",Fe-Mo-U,experimental,III,,0.077826,0.05069482513743037,0.08256995,6.102064,0.6039671576464015,0.0,0.39603284235359854,0.0,H
"{""Cr"": 0.055056, ""U"": 0.944944}",Cr-U,experimental,I,,0.0,0.041347739658999204,0.023784191999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.019125, ""Nb"": 0.143871, ""U"": 0.837004}",Mn-Nb-U,experimental,III,,0.16257423,0.03825620043353419,0.07139704200000001,5.875254,0.8826658322903629,0.0,0.11733416770963705,0.0,H
"{""U"": 0.924401, ""V"": 0.075599}",U-V,experimental,III,,0.18294958,0.03768264302891447,0.032205173999999996,5.9244010000000005,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.07881, ""U"": 0.8506659999999999, ""Zr"": 0.070524}",Cr-U-Zr,experimental,I,,0.07757640000000003,0.04994238950471773,0.04624657200000001,5.858952,0.0,0.47225682028205235,0.5277431797179477,0.0,H
"{""Ta"": 0.099685, ""U"": 0.900315}",Ta-U,experimental,I,,0.0,0.025174084886040445,0.024522509999999997,5.900315,0.0,1.0,0.0,0.0,H
"{""Mo"": 0.138197, ""Nb"": 0.148148, ""U"": 0.713655}",Mo-Nb-U,experimental,I,,0.30560423999999997,0.04503941173809446,0.154331019,5.851852,1.0,0.0,0.0,0.0,M
"{""Cr"": 0.090269, ""Mn"": 0.048208, ""U"": 0.861523}",Cr-Mn-U,experimental,I,,0.0,0.06439640577539837,0.064112576,6.048208000000001,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.025348, ""U"": 0.908087, ""Zr"": 0.066565}",Mn-U-Zr,experimental,III,,0.07322150000000001,0.030268848846699687,0.024722053000000008,5.892218,0.0,0.72421746651725,0.27578253348275,0.0,H
"{""Ta"": 0.082916, ""U"": 0.917084}",Ta-U,experimental,I,,0.0,0.02313948714281848,0.020397336000000002,5.917084,0.0,1.0,0.0,0.0,H
"{""U"": 0.897278, ""Zr"": 0.102722}",U-Zr,experimental,II,,0.1129942,0.007764048733521471,0.017770906000000003,5.794556,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.072145, ""U"": 0.927855}",Ta-U,experimental,I,,0.0,0.02169106241755767,0.01774767,5.927855,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.032731, ""U"": 0.967269}",Fe-U,experimental,III,,0.0,0.03443437469283995,0.020064103000000003,6.065462,0.0,0.0,1.0,0.0,H
"{""Si"": 0.005424, ""Ti"": 0.108878, ""U"": 0.885698}",Si-Ti-U,experimental,IV,,0.20251308,0.025553784140678066,0.03782137399999999,5.771395999999999,0.0,0.9525467620864027,0.0,0.04745323791359731,M
"{""Ru"": 0.08319700000000001, ""U"": 0.916803}",Ru-U,experimental,II,,0.0,0.039410831274704246,0.069219904,6.166394,1.0,0.0,0.0,0.0,M
"{""Al"": 0.024531, ""U"": 0.975469}",Al-U,experimental,IV,,0.0,0.01291730254175398,0.009493497,5.926407,0.0,0.0,0.0,1.0,H
"{""Fe"": 0.040885, ""U"": 0.883018, ""Zr"": 0.076097}",Fe-U-Zr,experimental,III,,0.08370670000000001,0.03931058939797001,0.038227286,5.929576000000001,0.0,0.6505017865996477,0.34949821340035214,0.0,H
"{""Al"": 0.007729, ""U"": 0.948368, ""Zr"": 0.043903}",Al-U-Zr,experimental,IV,,0.048293300000000004,0.009067909141888663,0.010586342000000002,5.889007,0.0,0.850306011775643,0.0,0.14969398822435698,H
"{""U"": 0.940284, ""Zr"": 0.059716}",U-Zr,experimental,II,,0.0656876,0.00606660608687621,0.010330868000000002,5.880568,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.02031, ""Ti"": 0.027805, ""U"": 0.951885}",Fe-Ti-U,experimental,III,,0.0517173,0.028676360443314116,0.021152995,5.98501,0.0,0.5778863140392808,0.4221136859607191,0.0,H
"{""U"": 0.883151, ""Zr"": 0.116849}",U-Zr,experimental,II,,0.1285339,0.008212324827117172,0.020214877000000003,5.7663020000000005,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.01988, ""U"": 0.98012}",Mn-U,experimental,III,,0.0,0.026045289244520438,0.010357480000000002,6.019880000000001,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.048637, ""U"": 0.951363}",Cr-U,experimental,I,,0.0,0.038949139269828015,0.021011183999999995,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.858325, ""Zr"": 0.141675}",U-Zr,experimental,II,,0.1558425,0.008909084644498603,0.024509775000000004,5.7166500000000005,0.0,1.0,0.0,0.0,M
"{""Al"": 0.022833, ""Cr"": 0.096234, ""U"": 0.880933}",Al-Cr-U,experimental,IV,,0.0,0.054820179673483266,0.05040945899999999,5.931501,0.0,0.0,0.8082340195016251,0.19176598049837484,H
"{""Si"": 0.015361, ""U"": 0.984639}",Si-U,experimental,IV,,0.0,0.03086450242555417,0.010599089999999999,5.969278,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.049969, ""U"": 0.950031}",Ru-U,experimental,II,,0.0,0.030944863294829792,0.041574207999999994,6.099938,1.0,0.0,0.0,0.0,H
"{""U"": 0.931221, ""V"": 0.068779}",U-V,experimental,III,,0.16644518,0.03604005443931045,0.029299853999999997,5.931221,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.057972, ""U"": 0.942028}",Ta-U,experimental,I,,0.0,0.019568744478926144,0.014261112000000001,5.942028,0.0,1.0,0.0,0.0,H
"{""Mn"": 0.032086, ""U"": 0.9679139999999999}",Mn-U,experimental,III,,0.0,0.03295700742963068,0.016716806000000008,6.032086,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.049937, ""U"": 0.950063}",Cr-U,experimental,I,,0.0,0.03944854713365239,0.021572783999999998,6.0,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.030570999999999997, ""U"": 0.969429}",Cr-U,experimental,I,,0.0,0.031069612693266194,0.013206671999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.054499000000000006, ""U"": 0.945501}",Ti-U,experimental,II,,0.10136814000000001,0.013137442320804197,0.017058187,5.891002,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.121372, ""U"": 0.832068, ""V"": 0.04656}",Mo-U-V,experimental,I,,0.23404719999999998,0.045345127589255955,0.099818708,5.9534400000000005,0.722744920563085,0.0,0.2772550794369149,0.0,M
"{""Al"": 0.017616, ""U"": 0.982384}",Al-U,experimental,IV,,0.0,0.010978703536143365,0.006817392,5.947152,0.0,0.0,0.0,1.0,H
"{""U"": 0.974055, ""V"": 0.025945}",U-V,experimental,III,,0.06278689999999999,0.022501352264987805,0.011052569999999998,5.974055,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.113558, ""U"": 0.886442}",Mo-U,experimental,I,,0.113558,0.035007914428530074,0.074834722,6.0,1.0,0.0,0.0,0.0,H
"{""Al"": 0.016612000000000002, ""U"": 0.920119, ""V"": 0.063269}",Al-U-V,experimental,IV,,0.15311098,0.03597184974942001,0.033381438,5.886895,0.0,0.0,0.7920406604824677,0.20795933951753234,H
"{""Mn"": 0.027117, ""Ru"": 0.034866, ""U"": 0.938017}",Mn-Ru-U,experimental,III,,0.0,0.039526287780497965,0.043136469,6.096849000000001,0.5625090750689705,0.0,0.4374909249310295,0.0,H
"{""Mo"": 0.062669, ""U"": 0.937331}",Mo-U,experimental,I,,0.062669,0.02659336553266769,0.041298871,6.0,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.017459, ""U"": 0.982541}",Mn-U,experimental,III,,0.0,0.02442700685383998,0.009096139000000001,6.017459000000001,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.055937, ""U"": 0.944063}",Cr-U,experimental,I,,0.0,0.041664468742463975,0.024164783999999998,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.972914, ""V"": 0.027086000000000002}",U-V,experimental,III,,0.06554812,0.02298104903535993,0.011538636,5.972914,0.0,0.0,1.0,0.0,H
"{""Al"": 0.01548, ""Mn"": 0.054704, ""U"": 0.929816}",Al-Mn-U,experimental,IV,,0.0,0.04370542589955964,0.034491544000000006,6.0082640000000005,0.0,0.0,0.779436908697139,0.22056309130286106,H
"{""U"": 0.952359, ""V"": 0.047640999999999996}",U-V,experimental,III,,0.11529121999999999,0.030242421370329578,0.020295065999999994,5.9523589999999995,0.0,0.0,1.0,0.0,H
"{""Al"": 0.025833, ""Cr"": 0.096234, ""U"": 0.877933}",Al-Cr-U,experimental,IV,,0.0,0.054940105860730726,0.05157045899999999,5.922501,0.0,0.0,0.7883703212170365,0.21162967878296346,H
"{""Ru"": 0.066225, ""U"": 0.933775}",Ru-U,experimental,II,,0.0,0.03540016664311158,0.055099199999999994,6.13245,1.0,0.0,0.0,0.0,M
"{""U"": 0.96, ""V"": 0.04}",U-V,experimental,III,,0.0968,0.027792044528741573,0.017039999999999996,5.96,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.020946, ""U"": 0.979054}",Mn-U,experimental,III,,0.0,0.026725241126504533,0.010912866000000002,6.0209459999999995,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.118337, ""U"": 0.881663}",Nb-U,experimental,I,,0.13372081,0.027185314087340373,0.050529899,5.881663,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.03826, ""Ru"": 0.064729, ""U"": 0.897011}",Cr-Ru-U,experimental,I,,0.0,0.0483555740764315,0.07038284799999998,6.129458,0.6285040149918923,0.0,0.3714959850081077,0.0,H
"{""Cr"": 0.067401, ""Fe"": 0.052854, ""U"": 0.879745}",Cr-Fe-U,experimental,I,,0.0,0.06162499252092012,0.06151673399999999,6.105708000000001,0.0,0.0,1.0,0.0,H
"{""Al"": 0.031097, ""Fe"": 0.027094, ""U"": 0.941809}",Al-Fe-U,experimental,IV,,0.0,0.03428335537859758,0.028643161,5.960897,0.0,0.0,0.4656046467666821,0.5343953532333179,H
"{""Si"": 0.005424, ""Ti"": 0.107878, ""U"": 0.886698}",Si-Ti-U,experimental,IV,,0.20065308,0.025503566428201358,0.03750837399999999,5.773396,0.0,0.9521279412543469,0.0,0.04787205874565321,M
"{""U"": 0.9241, ""V"": 0.0759}",U-V,experimental,III,,0.18367799999999998,0.03775305796727546,0.03233339999999999,5.9241,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.061146, ""Ti"": 0.095016, ""U"": 0.843838}",Ru-Ti-U,experimental,II,,0.17672976,0.037038037034212455,0.08061347999999999,5.93226,0.39155492373304646,0.6084450762669535,0.0,0.0,M
"{""Cr"": 0.069338, ""U"": 0.930662}",Cr-U,experimental,I,,0.0,0.046169366008783796,0.029954015999999993,6.0,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.060019, ""U"": 0.939981}",Fe-U,experimental,III,,0.0,0.04621068449914062,0.036791647000000004,6.120038,0.0,0.0,1.0,0.0,H
"{""Al"": 0.019350000000000003, ""U"": 0.937817, ""V"": 0.042833}",Al-U-V,experimental,IV,,0.10365586,0.030692706679517425,0.025735308,5.899117,0.0,0.0,0.6888217036810704,0.3111782963189296,H
"{""Mn"": 0.046195, ""U"": 0.953805}",Mn-U,experimental,III,,0.0,0.039359203971947546,0.024067595000000008,6.046195,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.037201000000000005, ""U"": 0.9251119999999999, ""V"": 0.037687}",Ta-U-V,experimental,I,,0.09120254000000001,0.03087116889046832,0.025206108000000005,5.925112,0.0,0.4967551543638501,0.50324484563615,0.0,H
"{""Ru"": 0.019, ""U"": 0.981}",Ru-U,experimental,II,,0.0,0.019305214657141873,0.015807999999999996,6.038,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.014087, ""U"": 0.985913}",Mn-U,experimental,III,,0.0,0.02196548253737943,0.007339327000000002,6.014087,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.07612100000000001, ""Mn"": 0.012111, ""U"": 0.911768}",Cr-Mn-U,experimental,I,,0.0,0.05198943775196783,0.039194103,6.012111000000001,0.0,0.0,1.0,0.0,H
"{""Si"": 0.014981000000000001, ""U"": 0.985019}",Si-U,experimental,IV,,0.0,0.03048332311079719,0.01033689,5.970038,0.0,0.0,0.0,1.0,H
"{""Ti"": 0.035, ""U"": 0.965}",Ti-U,experimental,II,,0.0651,0.010624131004618419,0.010955,5.93,0.0,1.0,0.0,0.0,M
"{""Si"": 0.016371, ""U"": 0.983629}",Si-U,experimental,IV,,0.0,0.03185476321279243,0.011295989999999999,5.967257999999999,0.0,0.0,0.0,1.0,H
"{""U"": 0.96204, ""V"": 0.03796}",U-V,experimental,III,,0.09186319999999999,0.027094985169565287,0.016170959999999998,5.96204,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.056019, ""U"": 0.943981}",Fe-U,experimental,III,,0.0,0.044704366685405325,0.034339647,6.112038,0.0,0.0,1.0,0.0,H
"{""U"": 0.87, ""Zr"": 0.13}",U-Zr,experimental,II,,0.14300000000000002,0.008594516596371173,0.022490000000000007,5.74,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.054839, ""U"": 0.881185, ""V"": 0.063976}",Mn-U-V,experimental,III,,0.15482192,0.05393452192843619,0.055824895,5.990863000000001,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.123328, ""U"": 0.876672}",Mo-U,experimental,I,,0.123328,0.036320352232207045,0.081273152,6.0,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.095346, ""U"": 0.820875, ""Zr"": 0.08377899999999999}",Nb-U-Zr,experimental,I,,0.19989787999999997,0.026298158311313432,0.05520650900000001,5.737096,0.5322875087229589,0.4677124912770412,0.0,0.0,H
"{""Nb"": 0.05575, ""U"": 0.94425}",Nb-U,experimental,I,,0.0629975,0.019209101341810964,0.023805250000000003,5.944249999999999,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.128928, ""U"": 0.8710720000000001}",Nb-U,experimental,I,,0.14568863999999998,0.028229989117498303,0.055052256,5.871072000000001,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.028999999999999998, ""U"": 0.971}",Mo-U,experimental,I,,0.028999999999999998,0.018344572359270426,0.019111,6.0,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.092519, ""U"": 0.907481}",Ti-U,experimental,II,,0.17208534,0.016806468294247163,0.028958446999999995,5.814962,0.0,1.0,0.0,0.0,M
"{""U"": 0.7, ""Zr"": 0.3}",U-Zr,experimental,II,,0.33,0.011660497951541629,0.05190000000000001,5.3999999999999995,0.0,1.0,0.0,0.0,M
"{""Al"": 0.025642, ""U"": 0.974358}",Al-U,experimental,IV,,0.0,0.01320027525710174,0.009923454000000002,5.923074,0.0,0.0,0.0,1.0,H
"{""Ta"": 0.051000000000000004, ""U"": 0.949}",Ta-U,experimental,I,,0.0,0.018411392355928383,0.012546,5.949,0.0,1.0,0.0,0.0,H
"{""Si"": 0.012813, ""U"": 0.987187}",Si-U,experimental,IV,,0.0,0.028207105457530614,0.008840969999999998,5.974374,0.0,0.0,0.0,1.0,H
"{""Cr"": 0.059519, ""U"": 0.940481}",Cr-U,experimental,I,,0.0,0.04292405494425785,0.025712207999999997,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.890869, ""Zr"": 0.109131}",U-Zr,experimental,II,,0.12004410000000001,0.007972652309015954,0.018879663000000005,5.781738000000001,0.0,1.0,0.0,0.0,M
"{""U"": 0.96551, ""Zr"": 0.03449}",U-Zr,experimental,II,,0.037939,0.004674944676452598,0.0059667700000000014,5.931019999999999,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.021383, ""U"": 0.978617}",Mn-U,experimental,III,,0.0,0.026998763569467916,0.011140543000000003,6.021383,0.0,0.0,1.0,0.0,H
"{""U"": 0.75, ""Zr"": 0.25}",U-Zr,experimental,II,,0.275,0.011032170748846399,0.04325000000000001,5.5,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.046834, ""U"": 0.953166}",Mn-U,experimental,III,,0.0,0.03962196038611162,0.024400514000000005,6.046834,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.037, ""U"": 0.963}",Ru-U,experimental,II,,0.0,0.026759879120662904,0.030783999999999992,6.074,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.035011, ""U"": 0.964989}",Fe-U,experimental,III,,0.0,0.035587217956445615,0.021461743,6.070022,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.031010999999999997, ""U"": 0.968989}",Fe-U,experimental,III,,0.0,0.033536033980261254,0.019009743,6.062022,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.022817, ""U"": 0.977183}",Ta-U,experimental,I,,0.0,0.012467016592083713,0.005612982,5.977183,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.023, ""U"": 0.977}",Fe-U,experimental,III,,0.0,0.028955631092349957,0.014098999999999999,6.046,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.032758, ""U"": 0.8708940000000001, ""Zr"": 0.096348}",Ta-U-Zr,experimental,I,,0.10598280000000002,0.0170562274756868,0.024726672000000005,5.774546000000001,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.036203, ""Ru"": 0.072007, ""U"": 0.89179}",Fe-Ru-U,experimental,III,,0.0,0.05064612252506109,0.082102263,6.21642,0.665437575085482,0.0,0.33456242491451804,0.0,H
"{""Ta"": 0.060905, ""Ti"": 0.056697, ""U"": 0.882398}",Ta-Ti-U,experimental,I,,0.10545642,0.023476828967153158,0.03272879099999999,5.825701,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.089381, ""U"": 0.910619}",Cr-U,experimental,I,,0.0,0.052041302608697326,0.038612591999999994,6.0,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.061933, ""U"": 0.938067}",Ta-U,experimental,I,,0.0,0.020190355971220188,0.015235518,5.938066999999999,0.0,1.0,0.0,0.0,H
"{""U"": 0.965, ""V"": 0.035}",U-V,experimental,III,,0.08470000000000001,0.026046219860127572,0.01491,5.965,0.0,0.0,1.0,0.0,H
"{""Al"": 0.029525, ""Ta"": 0.067923, ""U"": 0.902552}",Al-Ta-U,experimental,IV,,0.0,0.02491623934518552,0.028135233,5.843502,0.0,0.6970178967244068,0.0,0.30298210327559316,H
"{""Cr"": 0.09110700000000001, ""Mn"": 0.05398, ""U"": 0.854913}",Cr-Mn-U,experimental,I,,0.0,0.06580044601980495,0.067481804,6.053980000000001,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.1, ""U"": 0.9}",Ta-U,experimental,I,,0.0,0.025210084033613488,0.0246,5.9,0.0,1.0,0.0,0.0,H
"{""U"": 0.964611, ""Zr"": 0.035389}",U-Zr,experimental,II,,0.0389279,0.0047331660292733065,0.006122297000000001,5.929221999999999,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.097607, ""U"": 0.902393}",Mo-U,experimental,I,,0.097607,0.03268939255529325,0.064323013,6.0,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.078512, ""U"": 0.921488}",Ru-U,experimental,II,,0.0,0.038357152696579265,0.06532198399999999,6.157024,1.0,0.0,0.0,0.0,M
"{""U"": 0.855325, ""Zr"": 0.144675}",U-Zr,experimental,II,,0.15914250000000002,0.008986480512747554,0.025028775000000007,5.710649999999999,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.11886000000000001, ""U"": 0.88114}",Ti-U,experimental,II,,0.22107960000000001,0.01879951222351627,0.037203179999999995,5.76228,0.0,1.0,0.0,0.0,M
"{""Cr"": 0.037715, ""U"": 0.9622850000000001}",Cr-U,experimental,I,,0.0,0.03442644974541147,0.016292879999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.038612, ""Mo"": 0.049926000000000005, ""U"": 0.911462}",Mn-Mo-U,experimental,III,,0.049926000000000005,0.04258510237988139,0.053018086000000006,6.038612,0.5638934694707357,0.0,0.43610653052926424,0.0,H
"{""Ru"": 0.039, ""U"": 0.961}",Ru-U,experimental,II,,0.0,0.02745284084843373,0.03244799999999999,6.078,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.075713, ""U"": 0.924287}",Ru-U,experimental,II,,0.0,0.03770933160834841,0.06299321599999999,6.151426,1.0,0.0,0.0,0.0,M
"{""Ru"": 0.023592000000000002, ""Ti"": 0.116138, ""U"": 0.86027}",Ru-Ti-U,experimental,II,,0.21601668000000002,0.027759428321427308,0.055979737999999994,5.814908,0.1688399055320976,0.8311600944679023,0.0,0.0,M
"{""Mn"": 0.054195, ""U"": 0.945805}",Mn-U,experimental,III,,0.0,0.04251590165907537,0.028235595000000006,6.054195,0.0,0.0,1.0,0.0,H
"{""Si"": 0.006809, ""Ti"": 0.038465, ""U"": 0.954726}",Si-Ti-U,experimental,IV,,0.07154490000000001,0.02329073363537115,0.016737754999999997,5.909452,0.0,0.8496046295887264,0.0,0.15039537041127357,H
"{""Ta"": 0.022711, ""U"": 0.977289}",Ta-U,experimental,I,,0.0,0.01243858863307256,0.005586906,5.977289,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.062019000000000005, ""U"": 0.937981}",Fe-U,experimental,III,,0.0,0.04694257473701042,0.038017647,6.1240380000000005,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.141212, ""U"": 0.858788}",Mo-U,experimental,I,,0.141212,0.03854235073259744,0.093058708,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.80148, ""V"": 0.073763, ""Zr"": 0.124757}",U-V-Zr,experimental,III,,0.31573916,0.03897373552418234,0.053005999,5.676723,0.0,0.6284354221237155,0.3715645778762845,0.0,M
"{""Mo"": 0.084897, ""U"": 0.915103}",Mo-U,experimental,I,,0.084897,0.0306578788139738,0.055947123,6.0,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.097, ""U"": 0.903}",Cr-U,experimental,I,,0.0,0.0540618556614382,0.041904,6.0,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.031996000000000004, ""U"": 0.968004}",Nb-U,experimental,I,,0.036155480000000004,0.01470498867392496,0.013662292000000003,5.968004,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.063673, ""Ru"": 0.037384, ""U"": 0.898943}",Mo-Ru-U,experimental,I,,0.063673,0.037203990654521284,0.07306399499999999,6.074768000000001,1.0,0.0,0.0,0.0,H
"{""U"": 0.967017, ""Zr"": 0.032983}",U-Zr,experimental,II,,0.0362813,0.004575413923280843,0.005706059000000001,5.934034,0.0,1.0,0.0,0.0,M
"{""Si"": 0.010537000000000001, ""U"": 0.917534, ""V"": 0.071929}",Si-U-V,experimental,IV,,0.17406818000000002,0.04445222188604389,0.037912284,5.9069970000000005,0.0,0.0,0.8722261295564232,0.12777387044357674,H
"{""U"": 0.857052, ""Zr"": 0.142948}",U-Zr,experimental,II,,0.15724280000000002,0.008942091247680736,0.024730004000000003,5.714104000000001,0.0,1.0,0.0,0.0,M
"{""Al"": 0.026560999999999998, ""U"": 0.973439}",Al-U,experimental,IV,,0.0,0.013429432970438668,0.010279107,5.920317000000001,0.0,0.0,0.0,1.0,H
"{""Nb"": 0.035, ""U"": 0.965}",Nb-U,experimental,I,,0.03955,0.015359779314240811,0.014945000000000003,5.965,1.0,0.0,0.0,0.0,H
"{""Al"": 0.027467, ""U"": 0.972533}",Al-U,experimental,IV,,0.0,0.013651228758811246,0.010629729,5.917599,0.0,0.0,0.0,1.0,H
"{""Al"": 0.023350000000000003, ""U"": 0.933817, ""V"": 0.042833}",Al-U-V,experimental,IV,,0.10365586,0.031074183016710354,0.027283308,5.887117000000001,0.0,0.0,0.6471903661060997,0.35280963389390024,H
"{""Mo"": 0.07300000000000001, ""U"": 0.927}",Mo-U,experimental,I,,0.07300000000000001,0.02857553062950425,0.04810700000000001,6.0,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.090269, ""Mn"": 0.047208, ""U"": 0.862523}",Cr-Mn-U,experimental,I,,0.0,0.06417764206305113,0.06359157600000001,6.047208,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.083789, ""Ru"": 0.025062, ""U"": 0.891149}",Mo-Ru-U,experimental,I,,0.083789,0.03697943974996321,0.076068535,6.050124,1.0,0.0,0.0,0.0,H
"{""U"": 0.95, ""V"": 0.05}",U-V,experimental,III,,0.121,0.03095409191668649,0.0213,5.949999999999999,0.0,0.0,1.0,0.0,H
